method,genre_set,arc_rmse,total_transition_cost,average_transition_cost,global_coherence,p90_transition,p95_transition,max_transition,dtw_shape,ratio_adherence_rmse,method_time_s,total_time_s
random,industrial+progressive-house+metal,0.15999,129.27397,2.19108,0.03775,3.29699,3.64424,4.02159,5.61876,0.31663,0.00017,0.02817
transition_greedy,industrial+progressive-house+metal,0.1711,56.1859,0.9523,0.79324,1.42232,1.96063,3.0356,6.05579,0.3281,0.00033,0.02833
arc_assignment,industrial+progressive-house+metal,0.07825,129.36773,2.19267,0.03111,3.4705,3.67364,3.93285,2.26699,0.28158,0.00033,0.02837
flexer_interp,industrial+progressive-house+metal,0.14709,129.72355,2.1987,0.02865,3.31507,3.56882,4.48923,5.0255,0.24473,0.00317,0.03113
forward_beam,industrial+progressive-house+metal,0.16707,58.51005,0.9917,0.77566,1.62288,1.91279,3.2987,5.8895,0.32527,0.04727,0.0753
mm_beam,industrial+progressive-house+metal,0.1584,57.91524,0.98161,0.78605,1.62437,1.95339,2.92027,5.63834,0.32254,0.1022,0.13023
greedy_arc_trans,industrial+progressive-house+metal,0.14462,56.80624,0.96282,0.79422,1.56639,1.96279,3.07195,5.29276,0.31807,0.00063,0.02863
bibs_current,industrial+progressive-house+metal,0.16875,75.21551,1.27484,0.58528,2.40043,3.26513,4.21823,5.92108,0.319,0.0,0.028
bibs_repair,industrial+progressive-house+metal,0.16479,65.67455,1.11313,0.72952,1.91169,2.25465,2.78053,5.95232,0.31926,0.12167,0.14963
bibs_stochastic,industrial+progressive-house+metal,0.15542,68.34052,1.15831,0.68806,1.94489,2.57009,3.33283,5.94899,0.30855,0.0,0.028
bibs_stoch_repair,industrial+progressive-house+metal,0.16422,65.197,1.10503,0.7337,1.81389,2.13896,3.03369,6.05684,0.30994,0.14877,0.17677
bibs_parallel,industrial+progressive-house+metal,0.15427,90.86525,1.54009,0.47873,2.63296,2.84185,4.16313,5.71755,0.30039,0.00667,0.0347
mm_beam_stochastic,industrial+progressive-house+metal,0.1584,57.91524,0.98161,0.78605,1.62437,1.95339,2.92027,5.63834,0.32254,0.0,0.028
mm_beam_stochastic_repair,industrial+progressive-house+metal,0.15837,56.78524,0.96246,0.79737,1.5883,1.85564,2.92027,5.67531,0.32212,0.12817,0.15617
mm_beam_orch_stochastic,industrial+progressive-house+metal,0.1584,57.91524,0.98161,0.78605,1.62437,1.95339,2.92027,5.63834,0.32254,0.0,0.028
mm_beam_orch_stochastic_repair,industrial+progressive-house+metal,0.15837,56.78524,0.96246,0.79737,1.5883,1.85564,2.92027,5.67531,0.32212,0.1688,0.19677
bibs_tempo_aware,industrial+progressive-house+metal,0.16244,70.10605,1.18824,0.6538,2.14401,2.66955,4.1239,6.02614,0.31631,1.6784,1.7064
bibs_alpha2,industrial+progressive-house+metal,0.15624,73.90295,1.25259,0.61273,2.46174,3.0555,3.75484,5.67412,0.31906,1.56523,1.5932
mm_beam_alpha2,industrial+progressive-house+metal,0.15651,58.40778,0.98996,0.78726,1.60273,2.04153,2.40277,5.79594,0.31688,0.0611,0.0891
bibs_traj_first,industrial+progressive-house+metal,0.16875,75.21551,1.27484,0.58528,2.40043,3.26513,4.21823,5.92108,0.319,1.67237,1.70033
random,dancehall+latino+reggae,0.17698,138.06051,2.34001,-0.00776,3.34627,3.60254,3.8316,5.84616,0.2988,0.0002,0.0207
transition_greedy,dancehall+latino+reggae,0.17729,56.60295,0.95937,0.80484,1.52972,1.95329,3.0258,6.28229,0.31653,0.00027,0.0208
arc_assignment,dancehall+latino+reggae,0.08482,133.33157,2.25986,0.04381,3.3729,3.67415,4.09033,2.58286,0.26363,0.00027,0.02077
flexer_interp,dancehall+latino+reggae,0.14085,130.37335,2.20972,0.08635,3.2292,3.40316,4.24861,4.30642,0.22268,0.00253,0.02303
forward_beam,dancehall+latino+reggae,0.18337,60.2513,1.02121,0.77667,1.63771,2.11191,3.01421,6.04483,0.32759,0.03923,0.05973
mm_beam,dancehall+latino+reggae,0.17464,57.61166,0.97647,0.80286,1.61424,1.75091,2.72934,5.7094,0.31154,0.092,0.1125
greedy_arc_trans,dancehall+latino+reggae,0.17761,57.77833,0.97929,0.79066,1.5425,1.84496,3.43157,5.63861,0.30821,0.00057,0.0211
bibs_current,dancehall+latino+reggae,0.18391,73.98519,1.25399,0.6355,2.30679,3.12836,3.65461,6.06943,0.33184,0.0,0.0205
bibs_repair,dancehall+latino+reggae,0.18322,68.38809,1.15912,0.71264,1.93176,2.40541,3.2166,6.07436,0.33075,0.1415,0.162
bibs_stochastic,dancehall+latino+reggae,0.17882,75.87166,1.28596,0.62253,2.44695,2.80131,3.66195,6.37186,0.33335,0.0,0.0205
bibs_stoch_repair,dancehall+latino+reggae,0.17977,69.85319,1.18395,0.70198,2.11001,2.3366,3.13159,6.37109,0.33264,0.12623,0.14673
bibs_parallel,dancehall+latino+reggae,0.17197,96.08942,1.62863,0.46681,2.63707,2.85046,3.79005,5.73657,0.30667,0.0107,0.03127
mm_beam_stochastic,dancehall+latino+reggae,0.17464,57.61166,0.97647,0.80286,1.61424,1.75091,2.72934,5.7094,0.31154,0.0,0.0205
mm_beam_stochastic_repair,dancehall+latino+reggae,0.17463,57.43758,0.97352,0.80311,1.60926,1.74465,2.85408,5.71077,0.31135,0.21797,0.23847
mm_beam_orch_stochastic,dancehall+latino+reggae,0.17464,57.61166,0.97647,0.80286,1.61424,1.75091,2.72934,5.7094,0.31154,0.0,0.0205
mm_beam_orch_stochastic_repair,dancehall+latino+reggae,0.17463,57.43758,0.97352,0.80311,1.60926,1.74465,2.85408,5.71077,0.31135,0.2685,0.28907
bibs_tempo_aware,dancehall+latino+reggae,0.17267,75.57889,1.281,0.62285,2.25808,3.14759,3.88895,5.88764,0.32901,2.3246,2.34507
bibs_alpha2,dancehall+latino+reggae,0.19178,77.48552,1.31331,0.60201,2.65703,3.16737,4.01631,6.46855,0.33302,1.73353,1.754
mm_beam_alpha2,dancehall+latino+reggae,0.17986,62.04593,1.05163,0.77403,1.71679,2.17674,2.62078,5.59394,0.3138,0.0672,0.0877
bibs_traj_first,dancehall+latino+reggae,0.18391,73.98519,1.25399,0.6355,2.30679,3.12836,3.65461,6.06943,0.33184,1.57413,1.59463
random,study+idm+guitar,0.20139,146.21984,2.4783,0.00161,3.48809,3.7105,4.27392,6.82334,0.32366,0.0002,0.01873
transition_greedy,study+idm+guitar,0.19456,64.67263,1.09615,0.77627,1.7501,1.92795,3.37937,5.71963,0.29134,0.00023,0.01877
arc_assignment,study+idm+guitar,0.11602,143.33269,2.42937,0.03324,3.53357,3.77937,4.3426,3.941,0.27687,0.00033,0.01887
flexer_interp,study+idm+guitar,0.16967,139.31551,2.36128,0.0904,3.45687,3.65402,4.10429,5.434,0.20645,0.00203,0.02057
forward_beam,study+idm+guitar,0.16127,66.39021,1.12526,0.77138,1.66217,2.08749,3.13295,5.25259,0.27949,0.04807,0.0666
mm_beam,study+idm+guitar,0.16452,66.14538,1.12111,0.77419,1.67025,1.97832,3.11412,5.17854,0.27497,0.09013,0.1087
greedy_arc_trans,study+idm+guitar,0.18293,65.98293,1.11835,0.76802,1.69059,2.04627,3.46647,5.79836,0.28577,0.00057,0.01913
bibs_current,study+idm+guitar,0.19937,83.474,1.41481,0.59684,2.37449,3.43294,4.0835,6.8292,0.31539,0.0,0.01853
bibs_repair,study+idm+guitar,0.20218,75.44945,1.2788,0.70521,2.12862,2.39508,3.2102,6.83713,0.31581,0.1117,0.13023
bibs_stochastic,study+idm+guitar,0.19339,82.59291,1.39988,0.61111,2.62941,2.96324,4.33753,6.92616,0.30299,0.0,0.01853
bibs_stoch_repair,study+idm+guitar,0.19128,78.04093,1.32273,0.67475,2.38327,2.69765,3.3471,6.72678,0.30314,0.1419,0.16047
bibs_parallel,study+idm+guitar,0.1847,102.40379,1.73566,0.46074,3.00838,3.31936,3.95058,6.50684,0.3095,0.00817,0.02677
mm_beam_stochastic,study+idm+guitar,0.16452,66.14538,1.12111,0.77419,1.67025,1.97832,3.11412,5.17854,0.27497,0.0,0.01853
mm_beam_stochastic_repair,study+idm+guitar,0.16527,64.94698,1.1008,0.78736,1.66207,1.95939,2.89088,5.0686,0.27537,0.12517,0.1437
mm_beam_orch_stochastic,study+idm+guitar,0.16452,66.14538,1.12111,0.77419,1.67025,1.97832,3.11412,5.17854,0.27497,0.0,0.01853
mm_beam_orch_stochastic_repair,study+idm+guitar,0.16527,64.94698,1.1008,0.78736,1.66207,1.95939,2.89088,5.0686,0.27537,0.13673,0.15527
bibs_tempo_aware,study+idm+guitar,0.18952,85.315,1.44602,0.57542,2.74178,3.50832,4.25846,6.38499,0.30725,1.66317,1.68173
bibs_alpha2,study+idm+guitar,0.1929,86.83279,1.47174,0.55584,2.99391,3.48248,4.1594,6.44676,0.31162,1.29163,1.31013
mm_beam_alpha2,study+idm+guitar,0.17677,66.80791,1.13234,0.77048,1.81029,2.14133,3.04166,5.52947,0.29823,0.06613,0.08467
bibs_traj_first,study+idm+guitar,0.19937,83.474,1.41481,0.59684,2.37449,3.43294,4.0835,6.8292,0.31539,1.5654,1.58397
random,honky-tonk+tango+jazz,0.20711,128.08881,2.171,0.03443,3.26878,3.53285,3.76956,7.30878,0.32826,0.00013,0.01983
transition_greedy,honky-tonk+tango+jazz,0.21626,54.65861,0.92642,0.80043,1.63197,2.01749,2.77299,6.36147,0.31287,0.00017,0.01987
arc_assignment,honky-tonk+tango+jazz,0.07047,119.51033,2.0256,0.15959,3.01249,3.28571,3.76126,2.12681,0.24474,0.00023,0.0199
flexer_interp,honky-tonk+tango+jazz,0.14706,127.93426,2.16838,0.04264,3.19532,3.54105,3.73275,4.31046,0.20667,0.00217,0.02187
forward_beam,honky-tonk+tango+jazz,0.19771,58.98687,0.99978,0.75885,1.62736,2.08428,3.37707,5.95122,0.3037,0.05177,0.07143
mm_beam,honky-tonk+tango+jazz,0.17954,57.50643,0.97469,0.78549,1.60841,1.90544,2.62022,5.36612,0.2949,0.08157,0.10123
greedy_arc_trans,honky-tonk+tango+jazz,0.20481,57.33111,0.97171,0.7659,1.56313,2.09638,3.56542,5.92237,0.3046,0.00047,0.02013
bibs_current,honky-tonk+tango+jazz,0.19682,72.20008,1.22373,0.62177,2.19543,2.8635,4.20284,6.70486,0.31095,0.0,0.0197
bibs_repair,honky-tonk+tango+jazz,0.19789,66.36613,1.12485,0.70714,2.04346,2.37939,2.85254,6.56687,0.30869,0.14557,0.16523
bibs_stochastic,honky-tonk+tango+jazz,0.20359,74.4133,1.26124,0.60111,2.27328,2.97281,3.89051,6.83753,0.31812,0.0,0.0197
bibs_stoch_repair,honky-tonk+tango+jazz,0.20498,68.27696,1.15724,0.68666,2.14203,2.45291,2.86655,6.78557,0.31801,0.185,0.2047
bibs_parallel,honky-tonk+tango+jazz,0.18933,93.01233,1.57648,0.45964,2.52985,2.84174,3.76861,6.45658,0.30908,0.00677,0.0264
mm_beam_stochastic,honky-tonk+tango+jazz,0.17954,57.50643,0.97469,0.78549,1.60841,1.90544,2.62022,5.36612,0.2949,0.0,0.0197
mm_beam_stochastic_repair,honky-tonk+tango+jazz,0.17988,57.10768,0.96793,0.78823,1.59096,1.891,2.62022,5.36196,0.29477,0.23087,0.25057
mm_beam_orch_stochastic,honky-tonk+tango+jazz,0.17954,57.50643,0.97469,0.78549,1.60841,1.90544,2.62022,5.36612,0.2949,0.0,0.0197
mm_beam_orch_stochastic_repair,honky-tonk+tango+jazz,0.17988,57.10768,0.96793,0.78823,1.59096,1.891,2.62022,5.36196,0.29477,0.16817,0.18783
bibs_tempo_aware,honky-tonk+tango+jazz,0.18829,76.1098,1.29,0.58152,2.33335,3.21744,3.9916,6.4093,0.32045,2.26437,2.28403
bibs_alpha2,honky-tonk+tango+jazz,0.19843,81.51038,1.38153,0.49591,2.82262,3.27393,4.25776,6.37492,0.31496,1.44,1.4597
mm_beam_alpha2,honky-tonk+tango+jazz,0.18768,60.96706,1.03334,0.74796,1.71492,2.16031,3.30058,5.40892,0.30916,0.06527,0.08497
bibs_traj_first,honky-tonk+tango+jazz,0.19682,72.20008,1.22373,0.62177,2.19543,2.8635,4.20284,6.70486,0.31095,1.49597,1.51567
random,german+anime+british,0.23836,138.15997,2.34169,0.11876,3.3552,3.64135,4.03766,8.1707,0.31216,0.00017,0.02077
transition_greedy,german+anime+british,0.2476,63.47795,1.0759,0.78053,1.66765,2.04479,3.79936,7.8445,0.32755,0.0002,0.02083
arc_assignment,german+anime+british,0.1081,135.53331,2.29717,0.14006,3.50846,3.74014,4.10397,3.16244,0.23676,0.00027,0.02087
flexer_interp,german+anime+british,0.17414,137.22131,2.32578,0.12614,3.44798,3.68993,4.13314,5.18387,0.19072,0.0027,0.0233
forward_beam,german+anime+british,0.24863,65.67526,1.11314,0.77629,1.93904,2.20747,3.01731,7.40084,0.35961,0.03997,0.06053
mm_beam,german+anime+british,0.24184,65.61609,1.11214,0.77771,1.88657,2.13873,2.92938,6.53593,0.32826,0.08053,0.10117
greedy_arc_trans,german+anime+british,0.21929,65.45129,1.10934,0.76787,1.72056,2.33362,3.7374,7.30242,0.32561,0.00037,0.02093
bibs_current,german+anime+british,0.24496,79.17758,1.34199,0.65221,2.46685,2.9651,4.12071,7.71011,0.3717,0.0,0.02057
bibs_repair,german+anime+british,0.24539,71.71509,1.21551,0.73647,2.08262,2.44845,3.01051,7.5442,0.37071,0.1617,0.18227
bibs_stochastic,german+anime+british,0.24175,79.23065,1.34289,0.65351,2.25083,3.01171,3.99908,7.78351,0.36229,0.0,0.02057
bibs_stoch_repair,german+anime+british,0.23965,73.82035,1.25119,0.71503,2.04658,2.49705,3.59069,7.72818,0.36145,0.1447,0.1653
bibs_parallel,german+anime+british,0.20144,95.8856,1.62518,0.53983,2.47456,2.97419,4.24316,6.78079,0.30956,0.00663,0.0273
mm_beam_stochastic,german+anime+british,0.24184,65.61609,1.11214,0.77771,1.88657,2.13873,2.92938,6.53593,0.32826,0.0,0.02057
mm_beam_stochastic_repair,german+anime+british,0.24224,64.97528,1.10128,0.78619,1.8879,2.10948,2.72431,6.55842,0.32931,0.15537,0.17597
mm_beam_orch_stochastic,german+anime+british,0.24184,65.61609,1.11214,0.77771,1.88657,2.13873,2.92938,6.53593,0.32826,0.0,0.02057
mm_beam_orch_stochastic_repair,german+anime+british,0.24224,64.97528,1.10128,0.78619,1.8879,2.10948,2.72431,6.55842,0.32931,0.12057,0.14113
bibs_tempo_aware,german+anime+british,0.23488,81.92789,1.38861,0.62233,2.3553,3.10194,4.73341,7.6266,0.3586,1.71083,1.7314
bibs_alpha2,german+anime+british,0.23825,83.99365,1.42362,0.59188,3.01278,3.28479,4.21171,7.54394,0.35735,1.39277,1.4134
mm_beam_alpha2,german+anime+british,0.23569,63.61058,1.07815,0.79456,1.69398,1.94807,3.02587,7.06154,0.34661,0.0576,0.07823
bibs_traj_first,german+anime+british,0.24496,79.17758,1.34199,0.65221,2.46685,2.9651,4.12071,7.71011,0.3717,1.3266,1.34717
random,salsa+rockabilly+forro,0.17174,131.29314,2.22531,0.01564,3.408,3.58242,4.03025,6.42641,0.29934,0.00017,0.0254
transition_greedy,salsa+rockabilly+forro,0.19868,57.15722,0.96877,0.7806,1.74875,2.16812,3.04983,6.46267,0.32549,0.00033,0.02557
arc_assignment,salsa+rockabilly+forro,0.07447,126.88132,2.15053,0.07164,3.23077,3.51878,4.17884,1.82937,0.25951,0.00037,0.02553
flexer_interp,salsa+rockabilly+forro,0.13445,124.98201,2.11834,0.11017,3.2558,3.50766,4.25721,4.36305,0.22097,0.003,0.0282
forward_beam,salsa+rockabilly+forro,0.17376,59.20249,1.00343,0.77004,1.73924,2.00094,3.10218,6.23138,0.32863,0.0625,0.08773
mm_beam,salsa+rockabilly+forro,0.15237,56.91221,0.96461,0.79181,1.56971,2.01825,2.73389,5.50292,0.30161,0.09547,0.12063
greedy_arc_trans,salsa+rockabilly+forro,0.17632,56.75509,0.96195,0.78082,1.58054,2.05145,3.2956,5.96841,0.32966,0.0007,0.0259
bibs_current,salsa+rockabilly+forro,0.17508,72.62929,1.231,0.63899,2.24482,2.78967,3.40436,6.21172,0.32384,0.0,0.02517
bibs_repair,salsa+rockabilly+forro,0.17491,65.89465,1.11686,0.72408,2.02581,2.15366,2.77007,6.22348,0.32384,0.28933,0.31457
bibs_stochastic,salsa+rockabilly+forro,0.1797,71.98067,1.22001,0.63774,2.44595,2.93402,3.63074,6.44556,0.32666,0.0,0.02517
bibs_stoch_repair,salsa+rockabilly+forro,0.18197,65.35519,1.10772,0.73304,1.95053,2.23824,2.68709,6.48999,0.32531,0.2042,0.2294
bibs_parallel,salsa+rockabilly+forro,0.1576,95.26912,1.61473,0.449,2.6597,2.86968,3.42376,5.51429,0.30355,0.01197,0.03717
mm_beam_stochastic,salsa+rockabilly+forro,0.15237,56.91221,0.96461,0.79181,1.56971,2.01825,2.73389,5.50292,0.30161,0.0,0.02517
mm_beam_stochastic_repair,salsa+rockabilly+forro,0.1521,56.11926,0.95117,0.80129,1.57267,1.95809,2.5243,5.50885,0.30164,0.16143,0.1866
mm_beam_orch_stochastic,salsa+rockabilly+forro,0.15237,56.91221,0.96461,0.79181,1.56971,2.01825,2.73389,5.50292,0.30161,0.0,0.02517
mm_beam_orch_stochastic_repair,salsa+rockabilly+forro,0.1521,56.11926,0.95117,0.80129,1.57267,1.95809,2.5243,5.50885,0.30164,0.18407,0.2093
bibs_tempo_aware,salsa+rockabilly+forro,0.17286,74.62206,1.26478,0.60199,2.43364,2.9808,4.15402,6.17782,0.32517,2.30787,2.33307
bibs_alpha2,salsa+rockabilly+forro,0.17621,77.44829,1.31268,0.58543,2.55089,3.15801,3.86981,6.1915,0.32177,1.9487,1.97397
mm_beam_alpha2,salsa+rockabilly+forro,0.15522,57.75448,0.97889,0.78783,1.61879,2.04103,2.58764,5.59273,0.30926,0.07947,0.10467
bibs_traj_first,salsa+rockabilly+forro,0.17508,72.62929,1.231,0.63899,2.24482,2.78967,3.40436,6.21172,0.32384,1.61663,1.64183
random,pagode+samba+sertanejo,0.18404,137.12496,2.32415,-0.058,3.48493,3.63632,3.98,6.19298,0.31305,0.0002,0.03057
transition_greedy,pagode+samba+sertanejo,0.18417,57.78257,0.97937,0.78407,1.54959,1.98611,2.85384,6.15925,0.30414,0.00047,0.03083
arc_assignment,pagode+samba+sertanejo,0.07984,123.74657,2.0974,0.11219,3.15789,3.58778,3.98289,2.42471,0.25701,0.00033,0.03073
flexer_interp,pagode+samba+sertanejo,0.15285,127.46804,2.16048,0.0728,3.15836,3.34696,4.04277,4.81305,0.223,0.00367,0.03403
forward_beam,pagode+samba+sertanejo,0.17604,60.9079,1.03234,0.76046,1.69071,1.98163,3.19565,5.72261,0.31083,0.05357,0.08393
mm_beam,pagode+samba+sertanejo,0.15816,60.4254,1.02416,0.77107,1.62107,1.95734,2.83366,5.2474,0.30132,0.11277,0.14317
greedy_arc_trans,pagode+samba+sertanejo,0.18102,59.43182,1.00732,0.76779,1.69122,1.8738,3.31287,6.01838,0.31278,0.0009,0.0313
bibs_current,pagode+samba+sertanejo,0.17634,74.72417,1.26651,0.63199,2.07015,2.51387,3.79992,6.09676,0.30144,0.0,0.03037
bibs_repair,pagode+samba+sertanejo,0.17629,70.19352,1.18972,0.68371,1.9762,2.26838,3.45106,6.02167,0.30149,0.22713,0.25753
bibs_stochastic,pagode+samba+sertanejo,0.17455,72.19977,1.22372,0.65078,2.0623,2.70432,3.54594,5.89367,0.30389,0.0,0.03037
bibs_stoch_repair,pagode+samba+sertanejo,0.17268,67.23436,1.13957,0.71854,1.85238,2.163,2.87086,5.77062,0.30298,0.16243,0.1928
bibs_parallel,pagode+samba+sertanejo,0.16212,89.04013,1.50915,0.49771,2.50378,2.82907,4.07879,5.85929,0.30155,0.0082,0.0386
mm_beam_stochastic,pagode+samba+sertanejo,0.15816,60.4254,1.02416,0.77107,1.62107,1.95734,2.83366,5.2474,0.30132,0.0,0.03037
mm_beam_stochastic_repair,pagode+samba+sertanejo,0.1586,59.68738,1.01165,0.78118,1.62325,1.93246,2.42314,5.22728,0.30106,0.11913,0.14953
mm_beam_orch_stochastic,pagode+samba+sertanejo,0.15816,60.4254,1.02416,0.77107,1.62107,1.95734,2.83366,5.2474,0.30132,0.0,0.03037
